LOCATION ACCOUNT #,BUSINESS NAME,DBA NAME,STREET ADDRESS,CITY,LOCATION DESCRIPTION,MAILING ADDRESS,MAILING CITY,MAILING ZIP CODE,NAICS,PRIMARY NAICS DESCRIPTION,COUNCIL DISTRICT,LOCATION START DATE,LOCATION END DATE,LOCATION
0002676203-0001-9,PIO PICA LLC,LISTO EL POLLO,6800 RESEDA BLVD SUITE #G,RESEDA,6800 RESEDA 91335-4257,,,,722110,Full-service restaurants,3,04/29/2013,,"(34.1938, -118.536)"
0000879660-0001-3,J C F LUCKY INC,CHINESE EXPRESS,4414 AVALON BLVD,LOS ANGELES,4414 AVALON 90011-5627,,,,722110,Full-service restaurants,9,09/20/1991,,"(34.0036, -118.2652)"
0000162445-0001-7,PEG/LION LLC,EL POLLO LOCO,1833 S LA CIENEGA BLVD,LOS ANGELES,1833 LA CIENEGA 90035-4662,3700 OCEANIC WAY SUITE #101,OCEANSIDE,92056-2654,722110,Full-service restaurants,10,01/01/1995,,"(34.0434, -118.3765)"
0000112101-0001-8,FRANCISCA HERNANDEZ,LA TECLENA RESTAURANT,22103 ROSCOE BLVD,WEST HILLS,22103 ROSCOE 91304-3839,,,,722110,Full-service restaurants,3,01/15/1999,,"(34.2196, -118.6078)"
0002350920-0001-7,BELLE DU JOUR INC,THE NICKEL,524 S MAIN STREET,LOS ANGELES,524 MAIN 90013-1422,,,,722110,Full-service restaurants,14,06/13/2008,,"(34.0463, -118.2488)"
0002995021-0005-5,"POLLO CAMPERO OF CALIFORNIA, LLC",POLLO CAMPERO,1605 W OLYMPIC BLVD,LOS ANGELES,1605 OLYMPIC 90015-3808,12404   PARK CENTRAL DRIVE   SUITE #250,DALLAS,75251-1803,722110,Full-service restaurants,1,10/30/2017,,"(34.0498, -118.2743)"
0000408412-0001-4,TOSHIMITSU SAKAMAKI,YAKITORIYA,11301 W OLYMPIC BLVD #101,LOS ANGELES,11301 OLYMPIC 90064-1652,,,,722110,Full-service restaurants,11,01/01/1997,,"(34.0381, -118.4412)"
0000009260-0001-2,JUVENTINO AGUILAR,JUGOS EL ANTOJITO,16717 S FIGUEROA STREET,GARDENA,16717 FIGUEROA 90248-2628,,,,722110,Full-service restaurants,15,06/11/1994,,"(33.8805, -118.2825)"
0002280866-0001-4,TWELFTH OF MAY LLC,BEL AIR BAR AND GRILL,662 N SEPULVEDA BLVD,LOS ANGELES,662 SEPULVEDA 90049-2108,662 N SEPULVEDA BLVD,LOS ANGELES,90049-2108,722110,Full-service restaurants,5,10/16/2007,,"(34.0763, -118.4686)"
0000176397-0001-1,"MITCHELL ROTNER ENTERPRISES, INC.",LITTLE TONI'S RESTAURANT,4745 LANKERSHIM BLVD,N HOLLYWOOD,4745 LANKERSHIM 91602-1803,,,,722110,Full-service restaurants,2,02/01/1951,,"(34.1567, -118.3697)"
0003054193-0001-8,SHIN SUSHI CORPORATION,,16573   VENTURA BLVD   SUITE #14,ENCINO,16573 VENTURA 91436,16573   VENTURA BLVD   SUITE #14,ENCINO,91436-2033,722110,Full-service restaurants,5,06/01/2018,,"(34.1579, -118.4943)"
0000021802-0001-3,CASELLI & ELSANAFIRI INC,CHIMNEYSWEEP LOUNGE,4354 WOODMAN AVENUE,SHERMAN OAKS,4354 WOODMAN 91423-3031,,,,722110,Full-service restaurants,4,07/01/1992,,"(34.1491, -118.4312)"
0002228905-0001-6,MARIA ANA GRANILLO,EL BUEN GUSTO RESTAURANT,3140 GLENDALE BLVD,LOS ANGELES,3140 GLENDALE 90039-1806,,,,722110,Full-service restaurants,13,01/01/2006,,"(34.1167, -118.262)"
0002598860-0001-8,JUAN ARTURO VASQUEZ,EL HUARACHITO,13701 VAN NUYS BLVD,PACOIMA,13701 VAN NUYS 91331-3619,,,,722110,Full-service restaurants,7,02/08/2012,,"(34.2593, -118.4313)"
0000535231-0001-3,RODEO CATERING & EVENTS INC,SAVORE CUISINE & EVENTS,3655 S GRAND AVENUE SUITE #235,LOS ANGELES,3655 GRAND 90007-4375,,,,722110,Full-service restaurants,9,07/01/2001,,"(34.013, -118.2806)"
0003079523-0001-4,SUPAPORN CHAROENSANDON,THAI 9,17544   VENTURA BLVD,ENCINO,17544 VENTURA 91316-3835,,,,722110,Full-service restaurants,5,10/20/2018,,"(34.1615, -118.5157)"
0002325309-0001-9,SY1 LIMITED PARTNERS,FATHER'S OFFICE,3229 HELMS AVENUE,LOS ANGELES,3229 HELMS 90034-3209,8760 VENICE BLVD,LOS ANGELES,90034-3224,722110,Full-service restaurants,10,03/07/2008,,"(34.0307, -118.3847)"
0000840443-0001-9,SHIN HO KIM,HANMI JUNG,4100 W PICO BLVD #12,LOS ANGELES,4100 PICO 90019-7602,,,,722110,Full-service restaurants,10,01/02/2003,,"(34.0476, -118.3245)"
0000870891-0001-0,"RK & SONS, INC.",CONVENIENCE MARKET | FOOD MARKET,9059 VAN NUYS BLVD,PANORAMA CITY,9059 VAN NUYS 91402-1812,,,,722110,Full-service restaurants,6,03/01/1992,,"(34.2344, -118.4502)"
0002384808-0001-6,AMY JEEMIN KIM,CHARLEY'S GRILLED SUBS,3650 W MARTIN LUTHER KING JR BLVD UNIT #129,LOS ANGELES,3650 MARTIN LUTHER KING JR 90008-1700,,,,722110,Full-service restaurants,8,10/16/2008,,"(34.0114, -118.3363)"
0000974509-0001-3,"1430 N CAHUENGA PARTNERS, LP",CABANA CLUB,1430 N CAHUENGA BLVD,LOS ANGELES,1430 CAHUENGA 90028-8126,6714 HOLLYWOOD BLVD,LOS ANGELES,90028-4605,722110,Full-service restaurants,13,10/30/1999,,"(34.0967, -118.3295)"
0003003348-0001-0,PENNY OVEN,EMBER & PEEL,2131   COLORADO BLVD,EAGLE ROCK,2131 COLORADO 90041-1221,2122   COLORADO BLVD,EAGLE ROCK,90041-1222,722110,Full-service restaurants,14,01/01/2018,,"(34.1395, -118.2128)"
0000221047-0001-6,PETE'S BURGER CASTANIA INC,PETES BURGER,2400 S HOOVER STREET,LOS ANGELES,2400 HOOVER 90007-1852,1470 S BEVERLY DRIVE #209,LOS ANGELES,90035-3076,722110,Full-service restaurants,1,05/01/1972,,"(34.0341, -118.2839)"
0002733087-0001-8,HOLLYWOOD ROCK CAFE LLC,HOLLYWOOD ROCK CAFE,6511 HOLLYWOOD BLVD,LOS ANGELES,6511 HOLLYWOOD 90028-6209,,,,722110,Full-service restaurants,13,03/01/2014,,"(34.1015, -118.3313)"
0002664632-0003-3,I-PIZZA TUMBY'S INC,,1059 S ALVARADO STREET,LOS ANGELES,1059 ALVARADO 90006-3711,,,,722110,Full-service restaurants,1,12/01/2014,,"(34.0508, -118.2804)"
0000240708-0001-9,"WUTTIDO, INC",FRANKIES,7228 MELROSE AVENUE,LOS ANGELES,7228 MELROSE 90046-7620,,,,722110,Full-service restaurants,5,06/23/1995,,"(34.0834, -118.3469)"
0002604292-0003-4,PIE SQUARED PIZZA LLC,PIZZA REV,6439 CANOGA AVENUE,WOODLAND HILLS,6439 CANOGA 91367-2408,2535 TOWNSGATE ROAD SUITE #101,THOUSAND OAKS,91361-5967,722110,Full-service restaurants,3,08/08/2012,,"(34.1873, -118.5975)"
0000200283-0001-9,DARYA SANTA MONICA RESTAURANT INC,DARYA RESTAURANT,12130 SANTA MONICA BLVD,LOS ANGELES,12130 SANTA MONICA 90025-2516,,,,722110,Full-service restaurants,11,03/25/1995,,"(34.0404, -118.4637)"
0000705752-0002-6,SCO LLC,SHAKEYS PIZZA #2,6052 W OLYMPIC BLVD #2,LOS ANGELES,6052 OLYMPIC 90036-4402,2200 W VALLEY BLVD,ALHAMBRA,91803-1928,722110,Full-service restaurants,4,03/01/1965,,"(34.0581, -118.3633)"
0000520865-0001-9,TOI ON SUNSET /C,,7505 1/2 W SUNSET BLVD,LOS ANGELES,7505 SUNSET 90046-3407,,,,722110,Full-service restaurants,4,05/07/1986,,"(34.098, -118.3529)"
0000835712-0001-8,VISTANGO CAFE INC,VIZTANGO CAFE,3017 S FIGUEROA STREET,LOS ANGELES,3017 FIGUEROA 90007-3712,,,,722110,Full-service restaurants,9,04/14/2003,,"(34.0249, -118.278)"
0002537901-0001-3,VICTORIANO MEZA,EL JAYAMITLA RESTAURANT,13382 SAYRE STREET,SYLMAR,13382 SAYRE 91342-2500,,,,722110,Full-service restaurants,7,01/12/2011,,"(34.3183, -118.4245)"
0000195355-0009-9,PANDA EXPRESS INC,PANDA EXPRESS 171,4325 GLENCOE AVENUE #C4,MARINA DEL REY,4325 GLENCOE 90292-6444,1683 WALNUT GROVE AVENUE,ROSEMEAD,91770-3711,722110,Full-service restaurants,11,10/05/1992,,"(33.9866, -118.4397)"
0002230042-0001-1,ELITE PREMIER RESTAURANT INC,,12743 VENTURA BLVD,STUDIO CITY,12743 VENTURA 91604-2430,,,,722110,Full-service restaurants,2,01/06/2006,,"(34.1447, -118.4103)"
0002679265-0001-1,PUN OK LEE,KIMBAP PARADISE,401 S VERMONT AVENUE SUITE #3,LOS ANGELES,401 VERMONT 90020-1983,,,,722110,Full-service restaurants,13,05/01/2013,,"(34.0673, -118.2916)"
0000816395-0001-2,SPICY CHARLIE'S INC,SPICY CHARLIES,4344 LAUREL CANYON BLVD SUITE #4,STUDIO CITY,4344 LAUREL CANYON 91604-1772,POST OFFICE BOX #16382,N HOLLYWOOD,91615-6382,722110,Full-service restaurants,2,01/01/2006,,"(34.1493, -118.3964)"
0000066506-0001-9,PAUL HUNG IP,HOYS WOK RESTAURANT,7105 W SUNSET BLVD,LOS ANGELES,7105 SUNSET 90046-4411,,,,722110,Full-service restaurants,4,04/01/2000,,"(34.0979, -118.3442)"
0003074321-0001-2,BACARI MC INC,,8030  3/4 W 3RD STREET,LOS ANGELES,8030 3RD 90048-4307,,,,722110,Full-service restaurants,5,09/20/2018,,"(34.0717, -118.3648)"
0000650476-0001-9,SUEHIRO CAFE INC,SUEHIRO JAPANESE RESTAURANT,337 E 1ST STREET,LOS ANGELES,337 1ST 90012-3901,,,,722110,Full-service restaurants,14,05/01/1988,,"(34.0497, -118.2399)"
0000095013-0001-0,B & C YOON INC,HODURI RESTAURANT,1001 S VERMONT AVENUE #102,LOS ANGELES,1001 VERMONT 90006-2770,,,,722110,Full-service restaurants,10,06/01/2003,,"(34.0525, -118.2916)"
0003056668-0001-5,"SP BH, LLC",,121 S SPALDING DRIVE,BEVERLY HILLS,121 SPALDING 90212,,,,722110,Full-service restaurants,0,06/01/2018,,"(34.0661, -118.4092)"
0000790500-0001-5,MAYABEQUE INC,VERSAILLES,1415 S LA CIENEGA BLVD #21,LOS ANGELES,1415 LA CIENEGA 90035-3753,,,,722110,Full-service restaurants,10,06/18/1990,,"(34.0527, -118.3761)"
0002616599-0001-5,"PHO CT VIETNAMESE RESTAURANT, INC",PHO CT VIETNAMESE RESTAURANT,8366 TOPANGA CANYON BLVD,CANOGA PARK,8366 TOPANGA CANYON 91304-2344,,,,722110,Full-service restaurants,3,04/01/2012,,"(34.2215, -118.6059)"
0000777400-0001-5,EL CHOLO INC,EL CHOLO RESTAURANT,1121 S WESTERN AVENUE,LOS ANGELES,1121 WESTERN 90006-2314,2808   LAFAYETTE ROAD,NEWPORT BEACH,92663-3716,722110,Full-service restaurants,10,01/01/1967,,"(34.0501, -118.309)"
0002750636-0001-5,SAL DULCE INC,CASCABEL,10717 RIVERSIDE DRIVE,TOLUCA LAKE,10717 RIVERSIDE 91602-2312,,,,722110,Full-service restaurants,4,05/09/2014,,"(34.1522, -118.3642)"
0000603367-0001-1,NASSER POORMASJEDIAN/MOHAMMAD ALI VAKILI/FOWAD MAZGANI,CICCEROS PIZZA,1536 S LA CIENEGA BLVD,LOS ANGELES,1536 LA CIENEGA 90035-3713,10357 ARTESIA BLVD,BELLFLOWER,90706-6721,722110,Full-service restaurants,10,11/10/1987,,"(34.0497, -118.3761)"
0002763953-0001-1,ROLL PLAY INC,SUSHI 101,930 S ROBERTSON BLVD #A,LOS ANGELES,930 ROBERTSON 90035-1642,,,,722110,Full-service restaurants,0,06/01/2014,,"(34.0604, -118.3835)"
0000293466-0001-1,TAKAO CORPORATION,TAKAO RESTAURANT,11656 SAN VICENTE BLVD,LOS ANGELES,11656 SAN VICENTE 90049-5104,,,,722110,Full-service restaurants,11,06/15/1996,,"(34.0538, -118.4638)"
0000531804-0001-6,AV RESTAURANT LLC,VINCENTI RESTAURANT,11930 SAN VICENTE BLVD,LOS ANGELES,11930 SAN VICENTE 90049-5004,,,,722110,Full-service restaurants,11,10/22/1997,,"(34.0524, -118.471)"
0002631293-0001-0,CHANG HOON YOO,CAFE MOCA MAX,616 WITMER STREET,LOS ANGELES,616 WITMER 90017-2308,147 W ACACIA AVENUE UNIT #149,GLENDALE,91204-3331,722110,Full-service restaurants,1,08/15/2012,,"(34.0548, -118.2659)"
0003071246-0001-2,GOYANG HOLDING COMPANY,HEYRI RESTAURANT,755 S HOBART BLVD,LOS ANGELES,755 HOBART 90005-2823,755 S HOBART BLVD,LOS ANGELES,90005-2823,722110,Full-service restaurants,10,08/22/2018,,"(34.0581, -118.3057)"
0002411549-0001-0,J CHIANG CORPORATION,MANDARIN KING,17092 DEVONSHIRE STREET,NORTHRIDGE,17092 DEVONSHIRE 91325-1617,,,,722110,Full-service restaurants,12,10/01/2008,,"(34.2575, -118.5054)"
0000881326-0001-0,JACK IN THE BOX INC,JACK IN THE BOX #354,6250 YORK BLVD,LOS ANGELES,6250 YORK 90042-3638,9330 BALBOA AVENUE,SAN DIEGO,92123-1516,722110,Full-service restaurants,14,11/01/1970,,"(34.115, -118.183)"
0000520765-0001-1,KIMCAL INTERNATIONAL GROUP INC,SABROSO MEXICAN RESTAURANT,19714 VANOWEN STREET,WINNETKA,19714 VANOWEN 91306-3928,,,,722110,Full-service restaurants,3,04/27/2004,,"(34.1938, -118.5625)"
0000097662-0001-7,CONSTANTIN S PROVATAS,BURGER PLACE,7126 S WESTERN AVENUE,LOS ANGELES,7126 WESTERN 90047-1846,8635 FLORENCE AVENUE SUITE #101,DOWNEY,90240-4045,722110,Full-service restaurants,8,10/01/1993,,"(33.9751, -118.3089)"
0000829155-0001-0,DAVID CARROLL WOGH,HOW KOOL IS THIS?,7038 TEXHOMA AVENUE,VAN NUYS,7038 TEXHOMA 91406,,,,722110,Full-service restaurants,6,05/30/2002,,"(34.198, -118.5152)"
0002758685-0001-7,TEXAS BEST BBQ LLC,,12123 RIVERSIDE DRIVE,VALLEY VILLAGE,12123 RIVERSIDE 91607-3832,11684 VENTURA BLVD SUITE #270,STUDIO CITY,91604-2699,722110,Full-service restaurants,2,05/15/2014,,"(34.1576, -118.3972)"
0000757123-0001-9,KIMARYA ENTERPRISES INC,SUBWAY,11713 VENTURA BLVD,STUDIO CITY,11713 VENTURA 91604-2616,,,,722110,Full-service restaurants,2,12/23/2002,,"(34.1414, -118.3881)"
0000584427-0001-8,STARBUCKS CORPORATION,STARBUCKS COFFEE #5959,19313 VICTORY BLVD #1,TARZANA,19313 VICTORY 91335-6302,POST OFFICE BOX #34442,SEATTLE,98124-1442,722110,Full-service restaurants,3,02/02/2002,,"(34.1865, -118.5539)"
0000660902-0001-2,CHINA GRILL EXPRESS INC,,7239 VAN NUYS BLVD,VAN NUYS,7239 VAN NUYS 91405-5863,,,,722110,Full-service restaurants,2,05/25/2002,,"(34.2022, -118.4487)"
0002465344-0001-1,MASA ORGANIC LLC,JACK SPRATS GRILLE,10668 W PICO BLVD,LOS ANGELES,10668 PICO 90064-2220,,,,722110,Full-service restaurants,5,09/09/2009,,"(34.0423, -118.424)"
0000227505-0001-7,SOFRONE GRASU,SNACK BAR,6200 WINNETKA AVENUE,WOODLAND HILLS,6200 WINNETKA 91367-3826,,,,722110,Full-service restaurants,3,02/01/1994,,"(34.183, -118.5709)"
0003072525-0001-2,EL PARAISO,,1760 E FLORENCE AVENUE,LOS ANGELES,1760 FLORENCE 90001-2550,,,,722110,Full-service restaurants,0,01/01/2010,,"(33.9744, -118.2411)"
0000180332-0001-0,SUGI AMH INC,YOSHINOYA RESTAURANT,2850 CRENSHAW BLVD #C,LOS ANGELES,2850 CRENSHAW 90016-3604,5321 HALISON STREET,TORRANCE,90503-1211,722110,Full-service restaurants,10,09/07/2004,,"(34.0298, -118.3351)"
0002508319-0001-2,PMC ENTERPRISE INC,YOGURTLAND USC GATEWAY,3335 S FIGUEROA STREET UNIT #UGY4,LOS ANGELES,3335 FIGUEROA 90007-3840,17801 CARTWRIGHT ROAD,IRVINE,92614-6216,722110,Full-service restaurants,9,06/17/2010,,"(34.0216, -118.2801)"
0003073454-0001-8,"2-ADEPT VENTURES, LLC",CAPRIOTTI'S SANDIWICH SHOP,9171   DE SOTO AVENUE   SUITE #E,CHATSWORTH,9171 DE SOTO 91311,29129 N WEST HILLS DRIVE,VALENCIA,91354-3058,722110,Full-service restaurants,12,12/15/2018,,"(34.2368, -118.589)"
0000871160-0002-2,KOULAX ENTERPRISES INC,TOMMYS ORIGINAL WORLD FAMOUS HAMBURGERS,15745 ROSCOE BLVD,NORTH HILLS,15745 ROSCOE 91343-6407,831 E HUNTINGTON DRIVE #202,MONROVIA,91016-3612,722110,Full-service restaurants,6,06/01/1971,,"(34.2213, -118.4755)"
0003032807-0001-3,PITA CAFE 3 INC,,5650 W MANCHESTER AVENUE,LOS ANGELES,5650 MANCHESTER 90045-4416,,,,722110,Full-service restaurants,11,02/01/2018,,"(33.9595, -118.38)"
0003111253-0001-0,ARAMARK SERVICES INC,FRESHII,801 S HOPE STREET,LOS ANGELES,801 HOPE 90017-4687,,,,722110,Full-service restaurants,14,01/01/2018,,"(34.0466, -118.2591)"
0002226956-0001-4,RICHMAN RESTAURANT GROUP LLC,BISTRO KA,6600 TOPANGA CANYON BLVD UNIT #2010A,CANOGA PARK,6600 TOPANGA CANYON 91303-2683,6600 TOPANGA CANYON BLVD SUITE #2010A,CANOGA PARK,91303-2683,722110,Full-service restaurants,3,05/01/2007,,"(34.1898, -118.6058)"
0002799231-0001-1,JI SUNG LEE,TTURAK,125 N WESTERN AVENUE SUITE #106,LOS ANGELES,125 WESTERN 90004-4124,,,,722110,Full-service restaurants,10,01/02/2015,,"(34.0737, -118.3091)"
0002531816-0001-8,I T/J U MANAGEMENT INC,,7994 W SUNSET BLVD,LOS ANGELES,7994 SUNSET 90046-3307,1520 N HAYWORTH AVENUE APARTMENT #11,LOS ANGELES,90046-3355,722110,Full-service restaurants,4,01/01/2011,,"(34.098, -118.3643)"
0000424854-0001-4,LA PARRILLA ENTERPRISES INC,LA PARRILLA RESTAURANT,1300 WILSHIRE BLVD,LOS ANGELES,1300 WILSHIRE 90017-1705,,,,722110,Full-service restaurants,1,11/24/1982,,"(34.0538, -118.2666)"
0002535652-0001-7,FAMILIA UNIDA VASQUEZ INCORPORATED,GOLDEN OX 2000,108 E FLORENCE AVENUE,LOS ANGELES,108 FLORENCE 90003-2118,,,,722110,Full-service restaurants,9,12/27/2010,,"(33.9746, -118.2737)"
0002306811-0001-1,HYUN SOON KANG,8GAH SOONDAE,2703 W 8TH STREET SUITE #D,LOS ANGELES,2703 8TH 90005-1285,,,,722110,Full-service restaurants,1,01/02/2008,,"(34.0577, -118.2842)"
0000766963-0001-8,BISTRO GARDEN AT COLDWATER INC,BISTRO GARDEN AT COLDWATER,12950 VENTURA BLVD,STUDIO CITY,12950 VENTURA 91604-2234,,,,722110,Full-service restaurants,2,01/05/1990,,"(34.1452, -118.4145)"
0002690600-0001-7,TAI SHAN BROTHER LLC,MOON HOUSE CHINESE CUISINE,11058 SANTA MONICA BLVD,LOS ANGELES,11058 SANTA MONICA 90025-3561,,,,722110,Full-service restaurants,5,07/05/2013,,"(34.0477, -118.4435)"
0000650775-0001-9,ARCHELI FOOD SERVICES INC,TRIMANA,10920 WILSHIRE BLVD,LOS ANGELES,10920 WILSHIRE 90024-6502,,,,722110,Full-service restaurants,5,10/10/2001,,"(34.0585, -118.4445)"
0003119248-0001-7,WALDORF RESTAURANT GROUP VAN NUYS LLC,BURGER KING 4656,12781   VAN NUYS BLVD,PACOIMA,12781 VAN NUYS 91331-1627,419 N BUNDY DRIVE,LOS ANGELES,90049-2829,722110,Full-service restaurants,7,02/01/2019,,"(34.2743, -118.4112)"
0000052794-0001-3,CORKYS INC,THE LAMPLIGHTER RESTAURANT II,5043 VAN NUYS BLVD,SHERMAN OAKS,5043 VAN NUYS 91403-1706,,,,722110,Full-service restaurants,4,09/01/1975,,"(34.1623, -118.4487)"
0003082009-0001-9,SO STOKED CALI LLC,MC QUEEN,820 N WESTERN AVENUE   SUITE #108,LOS ANGELES,820 WESTERN 90029,820 N WESTERN AVENUE   SUITE #108,LOS ANGELES,90029-3778,722110,Full-service restaurants,13,09/15/2018,,"(34.0852, -118.3088)"
0002531244-0001-1,SYLVIE ASULIN,TA-EEM GRILL,7422 MELROSE AVENUE,LOS ANGELES,7422 MELROSE 90046-7515,5822 WILLIS AVENUE,VAN NUYS,91411-3111,722110,Full-service restaurants,5,11/22/2010,,"(34.0835, -118.3516)"
0000195355-0021-8,PANDA EXPRESS INC,PANDA EXPRESS 412,2204 SAWTELLE BLVD,LOS ANGELES,2204 SAWTELLE 90064-1706,1683 WALNUT GROVE AVENUE,ROSEMEAD,91770-3711,722110,Full-service restaurants,11,10/24/1997,,"(34.0381, -118.4411)"
0000486616-0001-5,CHANG'S RESTAURANT ENTERPRISES INC,YOUNG KING CHINESE RESTAURANT,3100 W OLYMPIC BLVD,LOS ANGELES,3100 OLYMPIC 90006-2414,,,,722110,Full-service restaurants,10,12/17/1983,,"(34.0526, -118.3031)"
0002581346-0002-8,AMC HOSPITALITY LLC,CHICK-FIL-A DEVONSHIRE & RESEDA,18521   DEVONSHIRE STREET,NORTHRIDGE,18521 DEVONSHIRE 91324-1308,,,,722110,Full-service restaurants,12,05/16/2018,,"(34.2576, -118.5378)"
0000642594-0001-3,SICILIAN PIZZA & PASTA INC,AMECI PIZZA & PASTA,16858 SAN FERNANDO MISSION BLVD,GRANADA HILLS,16858 SAN FERNANDO MISSION 91344-4247,,,,722110,Full-service restaurants,12,05/01/2002,,"(34.272, -118.5)"
0000850893-0014-8,KAZI FOODS INC,KENTUCKY FRIED CHICKEN,6421 YORK BLVD,LOS ANGELES,6421 YORK 90042-3641,3671 SUNSWEPT DRIVE,STUDIO CITY,91604-2325,722110,Full-service restaurants,14,12/18/2001,,"(34.1142, -118.1808)"
0000717698-0001-2,YEUNG KIU LAU,,6333 W 3RD STREET #508,LOS ANGELES,6333 3RD 90036-3183,,,,722110,Full-service restaurants,4,11/01/1989,,"(34.0713, -118.36)"
0003073394-0001-4,SUPER ROLL INC,,450 S WESTERN AVENUE   #103,LOS ANGELES,450 WESTERN 90020-4199,,,,722110,Full-service restaurants,10,09/01/2018,,"(34.0658, -118.3085)"
0000503574-0001-2,WEST SIDE FAST FOODS LLC,TACO BELL #212,8250 LAUREL CANYON BLVD,N HOLLYWOOD,8250 LAUREL CANYON 91605-1431,10350 SANTA MONICA BLVD #260,LOS ANGELES,90025-5074,722110,Full-service restaurants,6,05/27/1998,,"(34.2208, -118.3965)"
0000783146-0001-0,JERRY WIENER,BOARDROOM CATERING,3520 OVERLAND AVENUE #C,LOS ANGELES,3520 OVERLAND 90034-5585,,,,722110,Full-service restaurants,5,01/01/1990,,"(34.0243, -118.4112)"
0002577509-0001-2,LILY SHU-LI CHEN,PANDA HUT CHINESE CUISINE,404 S FIGUEROA STREET UNIT #403,LOS ANGELES,404 FIGUEROA 90071-1797,,,,722110,Full-service restaurants,14,01/01/2011,,"(34.0534, -118.256)"
0000006874-0001-1,RARM INC,FREO SEGAL MAUROS CAFE,8112 MELROSE AVENUE,LOS ANGELES,8112 MELROSE 90046-7012,,,,722110,Full-service restaurants,5,01/02/1992,,"(34.0837, -118.3661)"
0000773868-0001-7,ALBERT & BEATRICE CARREON,AL & BEA'S MEXICAN FOOD,2025 E 1ST STREET,LOS ANGELES,2025 1ST 90033-3915,,,,722110,Full-service restaurants,14,11/01/1966,,"(34.0453, -118.2146)"
0000041435-0001-8,EDDY/JADE CHEUNG,TIMS KITCHEN,3125 W JEFFERSON BLVD,LOS ANGELES,3125 JEFFERSON 90018-3229,6522 VIA BARON,RANCHO PALOS VERDES,90275-6921,722110,Full-service restaurants,10,09/01/1975,,"(34.0255, -118.3295)"
0000436143-0001-0,SANDRA JIMENEZ JAIMES,,341 WALL STREET,LOS ANGELES,341 WALL 90013-1524,267 S AVENUE 50 APARTMENT #C,LOS ANGELES,90042-4434,722110,Full-service restaurants,14,04/18/1997,,"(34.0468, -118.2444)"
0000282299-0001-5,BILLY VUTHY CHAUV,ROYAL DONUT & ICE CREAM,10690 LAUREL CANYON BLVD #A,PACOIMA,10690 LAUREL CANYON 91331-3548,10690 LAUREL CANYON BLVD,PACOIMA,91331-3572,722110,Full-service restaurants,7,09/20/1995,,"(34.2643, -118.438)"
0002767039-0001-7,GAYANE MANEYAN,L.A. PIZZALAND & BAKERY,4837 LAUREL CANYON BLVD,VALLEY VILLAGE,4837 LAUREL CANYON 91607-3747,,,,722110,Full-service restaurants,2,08/05/2014,,"(34.1585, -118.3964)"
0002543480-0001-4,CHILENAZO,,7238 CANOGA AVENUE,CANOGA PARK,7238 CANOGA 91303-1627,8443 REMMET AVENUE,CANOGA PARK,91304-2641,722110,Full-service restaurants,3,02/17/2011,,"(34.2017, -118.5977)"
0000483288-0001-5,RAJ'S SUBS INC,SUBWAY #27103,1625 W WASHINGTON BLVD,LOS ANGELES,1625 WASHINGTON 90007-1116,,,,722110,Full-service restaurants,1,03/02/2004,,"(34.0399, -118.2928)"
0000693241-0001-6,SKOOBY'S CORPORATION,,6654 HOLLYWOOD BLVD,LOS ANGELES,6654 HOLLYWOOD 90028-6219,,,,722110,Full-service restaurants,13,11/09/2002,,"(34.1015, -118.3351)"
0002823856-0001-7,VIDAL AGUILAR MARTINEZ,SABOR DE MI TIERRA,1260 S SOTO STREET UNIT #4,LOS ANGELES,1260 SOTO 90023-2681,1260 S SOTO STREET UNIT #4,LOS ANGELES,90023-2681,722110,Full-service restaurants,14,05/01/2015,,"(34.0272, -118.2195)"
0000457096-0001-3,"GRANADA HILLS PANCAKES, INC.",INTERNATIONAL HOUSE OF PANCAKES,16943 DEVONSHIRE STREET,GRANADA HILLS,16943 DEVONSHIRE 91344-7407,,,,722110,Full-service restaurants,12,06/08/1983,,"(34.2575, -118.501)"
0000296775-0001-6,JOSE RUFINO ZELAYA,,7515 S CENTRAL AVENUE,LOS ANGELES,7515 CENTRAL 90001-2426,,,,722110,Full-service restaurants,9,03/16/2004,,"(33.9715, -118.2564)"
0000737917-0001-6,EBI ENTERPRISES INC,POPEYES CHICKEN #3318,7608 SEPULVEDA BLVD,VAN NUYS,7608 SEPULVEDA 91405-1655,8016 LOUISE AVENUE,NORTHRIDGE,91325-4446,722110,Full-service restaurants,6,11/10/2003,,"(34.2086, -118.4661)"
0000350444-0081-1,SODEXO AMERICA LLC,AIR NEW ZEALAND LAX,599 WORLD WAY,LOS ANGELES,599 WORLD 90045-5813,POST OFFICE BOX #352,BUFFALO,14240-0352,722110,Full-service restaurants,11,07/01/2013,,"(33.9429, -118.4034)"
0000803740-0001-6,ANTONIO C FOLLIERO,FOLLIERO IMPORTED ITALIAN FOOD,5566 N FIGUEROA STREET,LOS ANGELES,5566 FIGUEROA 90042-4120,,,,722110,Full-service restaurants,1,03/01/1968,,"(34.1088, -118.1942)"
0002581836-0001-7,THE MAGIC GRIDDLES INC,,529 W 6TH STREET,LOS ANGELES,529 6TH 90014-1201,529 W 6TH STREET,LOS ANGELES,90014-1201,722110,Full-service restaurants,9,10/13/2011,,"(34.0482, -118.2544)"
